CustomerID,Recency,Frequency,Monetary,Cluster
12346,2.3345741373435525,-0.4250965025587132,8.363010413749613,3
12347,-0.9053403195403356,0.3544167966239123,0.2516984580137824,0
12348,-0.1753595931436572,-0.0353398529674004,-0.027988290409443,0
12349,-0.7353448079137119,-0.4250965025587132,-0.0324060489876271,0
12350,2.174578361694965,-0.4250965025587132,-0.1908120233021312,1
12352,-0.5653492962870882,0.4843356798210166,0.0509058209590848,0
12353,1.114606348023076,-0.4250965025587132,-0.2181266606184923,1
12354,1.3945989554081033,-0.4250965025587132,-0.1078886133563731,1
12355,1.2146037078034428,-0.4250965025587132,-0.1768986994857288,1
12356,-0.6953458640015652,-0.1652587361645046,0.0848977406414137,0
12357,-0.5953485042211982,-0.4250965025587132,0.4629216356671605,0
12358,-0.9053403195403356,-0.2951776193616089,-0.0980201710398753,0
12359,-0.345355104770281,-0.0353398529674004,0.474314978273936,0
12360,-0.4053535206385011,-0.1652587361645046,0.0682718752137656,0
12361,1.9445844342001213,-0.4250965025587132,-0.2068958256338923,1
12362,-0.8953405835622991,0.7441734462152251,0.3536808954562011,0
12363,0.1746311660876269,-0.2951776193616089,-0.166591709202538,0
12364,-0.8453419036721156,-0.0353398529674004,-0.0818762631492273,0
12365,1.984583378112268,-0.2951776193616089,-0.1566431261408576,1
12367,-0.8853408475842623,-0.4250965025587132,-0.2092332640350479,0
12370,-0.4153532566165378,-0.0353398529674004,0.1662083180903744,0
12371,-0.4753516724847579,-0.2951776193616089,-0.0178905565164508,0
12372,-0.2053588010777673,-0.1652587361645046,-0.0835525404026275,0
12373,2.184578097673002,-0.4250965025587132,-0.1874505642680884,1
12374,-0.6753463920454919,-0.4250965025587132,-0.1453399418724124,0
12375,-0.8153426957380054,-0.2951776193616089,-0.1771101820077382,0
12377,2.2245770415851487,-0.2951776193616089,-0.0468124610000828,1
12378,0.3746258856483608,-0.4250965025587132,0.2181528777594836,0
12379,-0.1053614412974004,-0.2951776193616089,-0.1331730184614449,0
12380,-0.7053455999796019,-0.0353398529674004,0.0752563637695996,0
12381,-0.8753411116062256,0.0945790302297038,-0.0226377826026073,0
12383,0.9246113644403788,0.0945790302297038,-0.0220534230023184,1
12384,-0.6353474481333451,-0.2951776193616089,-0.1628885389355643,0
12386,2.4545709690799926,-0.2951776193616089,-0.1832988284412739,1
12388,-0.7653440158478221,0.2244979134268081,0.0814728368507682,0
12390,-0.1253609132534738,-0.4250965025587132,-0.1668321314380854,0
12391,-0.7053455999796019,-0.4250965025587132,-0.1790958915828151,0
12393,-0.2053588010777673,-0.0353398529674004,-0.0518791370010638,0
12394,-0.2853566889020608,-0.2951776193616089,-0.0863975368566054,0
12395,-0.7353448079137119,1.0040112126094336,0.1079604661994823,0
12397,-0.5653492962870882,-0.2951776193616089,0.0402048053454134,0
12398,-0.4653519365067213,-0.4250965025587132,-0.0459732093074774,0
12399,0.2646287898899572,-0.0353398529674004,-0.104632895583335,0
12401,2.1045802098487085,-0.4250965025587132,-0.218649801593989,1
12402,2.3045749294094424,-0.4250965025587132,-0.2029221803519278,1
12403,-0.4253529925945745,-0.4250965025587132,-0.1804271184055685,0
12405,0.5646208692310579,-0.4250965025587132,-0.0376552677970794,1
12406,-0.7053455999796019,-0.2951776193616089,0.1521124514655009,0
12407,-0.4253529925945745,0.0945790302297038,-0.0379079337575853,0
12408,-0.5953485042211982,0.0945790302297038,0.0934817049031814,0
12409,-0.1353606492315104,-0.1652587361645046,1.0044281986015402,0
