CustomerID,Recency,Frequency,Monetary
12346,2.3345741373435525,-0.4250965025587132,8.363010413749613
12347,-0.9053403195403357,0.35441679662391234,0.25169845801378243
12348,-0.17535959314365723,-0.03533985296740041,-0.027988290409443062
12349,-0.7353448079137119,-0.4250965025587132,-0.032406048987627147
12350,2.1745783616949654,-0.4250965025587132,-0.19081202330213123
12352,-0.5653492962870882,0.4843356798210166,0.05090582095908485
12353,1.114606348023076,-0.4250965025587132,-0.21812666061849234
12354,1.3945989554081033,-0.4250965025587132,-0.10788861335637319
12355,1.2146037078034428,-0.4250965025587132,-0.17689869948572887
12356,-0.6953458640015652,-0.16525873616450468,0.08489774064141377
12357,-0.5953485042211982,-0.4250965025587132,0.4629216356671605
12358,-0.9053403195403357,-0.2951776193616089,-0.09802017103987534
12359,-0.345355104770281,-0.03533985296740041,0.47431497827393604
12360,-0.4053535206385011,-0.16525873616450468,0.06827187521376561
12361,1.9445844342001213,-0.4250965025587132,-0.20689582563389236
12362,-0.8953405835622991,0.7441734462152251,0.3536808954562011
12363,0.17463116608762697,-0.2951776193616089,-0.16659170920253802
12364,-0.8453419036721156,-0.03533985296740041,-0.08187626314922737
12365,1.9845833781122681,-0.2951776193616089,-0.15664312614085768
12367,-0.8853408475842623,-0.4250965025587132,-0.20923326403504797
12370,-0.4153532566165378,-0.03533985296740041,0.16620831809037448
12371,-0.47535167248475796,-0.2951776193616089,-0.017890556516450887
12372,-0.2053588010777673,-0.16525873616450468,-0.08355254040262752
12373,2.184578097673002,-0.4250965025587132,-0.18745056426808845
12374,-0.6753463920454919,-0.4250965025587132,-0.1453399418724124
12375,-0.8153426957380054,-0.2951776193616089,-0.1771101820077382
12377,2.2245770415851487,-0.2951776193616089,-0.04681246100008281
12378,0.3746258856483608,-0.4250965025587132,0.21815287775948367
12379,-0.1053614412974004,-0.2951776193616089,-0.1331730184614449
12380,-0.7053455999796019,-0.03533985296740041,0.0752563637695996
12381,-0.8753411116062256,0.09457903022970385,-0.02263778260260738
12383,0.9246113644403788,0.09457903022970385,-0.02205342300231848
12384,-0.6353474481333451,-0.2951776193616089,-0.16288853893556438
12386,2.4545709690799926,-0.2951776193616089,-0.18329882844127396
12388,-0.7653440158478221,0.2244979134268081,0.08147283685076821
12390,-0.1253609132534738,-0.4250965025587132,-0.16683213143808545
12391,-0.7053455999796019,-0.4250965025587132,-0.17909589158281514
12393,-0.2053588010777673,-0.03533985296740041,-0.05187913700106389
12394,-0.28535668890206084,-0.2951776193616089,-0.08639753685660546
12395,-0.7353448079137119,1.0040112126094336,0.10796046619948234
12397,-0.5653492962870882,-0.2951776193616089,0.040204805345413486
12398,-0.4653519365067213,-0.4250965025587132,-0.0459732093074774
12399,0.2646287898899572,-0.03533985296740041,-0.10463289558333504
12401,2.1045802098487085,-0.4250965025587132,-0.21864980159398908
12402,2.3045749294094424,-0.4250965025587132,-0.20292218035192786
12403,-0.42535299259457454,-0.4250965025587132,-0.18042711840556852
