CustomerID,Recency,Frequency,Monetary,Cluster,CustomerSegment
12346,2.3345741373435525,-0.4250965025587132,8.363010413749613,3,Premium Customers
12347,-0.9053403195403356,0.3544167966239123,0.2516984580137824,0,Regular Customers
12348,-0.1753595931436572,-0.0353398529674004,-0.027988290409443,0,Regular Customers
12349,-0.7353448079137119,-0.4250965025587132,-0.0324060489876271,0,Regular Customers
12350,2.174578361694965,-0.4250965025587132,-0.1908120233021312,1,At Risk Customers
12352,-0.5653492962870882,0.4843356798210166,0.0509058209590848,0,Regular Customers
12353,1.114606348023076,-0.4250965025587132,-0.2181266606184923,1,At Risk Customers
12354,1.3945989554081033,-0.4250965025587132,-0.1078886133563731,1,At Risk Customers
12355,1.2146037078034428,-0.4250965025587132,-0.1768986994857288,1,At Risk Customers
12356,-0.6953458640015652,-0.1652587361645046,0.0848977406414137,0,Regular Customers
12357,-0.5953485042211982,-0.4250965025587132,0.4629216356671605,0,Regular Customers
12358,-0.9053403195403356,-0.2951776193616089,-0.0980201710398753,0,Regular Customers
12359,-0.345355104770281,-0.0353398529674004,0.474314978273936,0,Regular Customers
12360,-0.4053535206385011,-0.1652587361645046,0.0682718752137656,0,Regular Customers
12361,1.9445844342001213,-0.4250965025587132,-0.2068958256338923,1,At Risk Customers
12362,-0.8953405835622991,0.7441734462152251,0.3536808954562011,0,Regular Customers
12363,0.1746311660876269,-0.2951776193616089,-0.166591709202538,0,Regular Customers
12364,-0.8453419036721156,-0.0353398529674004,-0.0818762631492273,0,Regular Customers
12365,1.984583378112268,-0.2951776193616089,-0.1566431261408576,1,At Risk Customers
12367,-0.8853408475842623,-0.4250965025587132,-0.2092332640350479,0,Regular Customers
12370,-0.4153532566165378,-0.0353398529674004,0.1662083180903744,0,Regular Customers
12371,-0.4753516724847579,-0.2951776193616089,-0.0178905565164508,0,Regular Customers
12372,-0.2053588010777673,-0.1652587361645046,-0.0835525404026275,0,Regular Customers
12373,2.184578097673002,-0.4250965025587132,-0.1874505642680884,1,At Risk Customers
12374,-0.6753463920454919,-0.4250965025587132,-0.1453399418724124,0,Regular Customers
12375,-0.8153426957380054,-0.2951776193616089,-0.1771101820077382,0,Regular Customers
12377,2.2245770415851487,-0.2951776193616089,-0.0468124610000828,1,At Risk Customers
12378,0.3746258856483608,-0.4250965025587132,0.2181528777594836,0,Regular Customers
12379,-0.1053614412974004,-0.2951776193616089,-0.1331730184614449,0,Regular Customers
12380,-0.7053455999796019,-0.0353398529674004,0.0752563637695996,0,Regular Customers
12381,-0.8753411116062256,0.0945790302297038,-0.0226377826026073,0,Regular Customers
12383,0.9246113644403788,0.0945790302297038,-0.0220534230023184,1,At Risk Customers
12384,-0.6353474481333451,-0.2951776193616089,-0.1628885389355643,0,Regular Customers
12386,2.4545709690799926,-0.2951776193616089,-0.1832988284412739,1,At Risk Customers
12388,-0.7653440158478221,0.2244979134268081,0.0814728368507682,0,Regular Customers
12390,-0.1253609132534738,-0.4250965025587132,-0.1668321314380854,0,Regular Customers
12391,-0.7053455999796019,-0.4250965025587132,-0.1790958915828151,0,Regular Customers
12393,-0.2053588010777673,-0.0353398529674004,-0.0518791370010638,0,Regular Customers
12394,-0.2853566889020608,-0.2951776193616089,-0.0863975368566054,0,Regular Customers
12395,-0.7353448079137119,1.0040112126094336,0.1079604661994823,0,Regular Customers
12397,-0.5653492962870882,-0.2951776193616089,0.0402048053454134,0,Regular Customers
12398,-0.4653519365067213,-0.4250965025587132,-0.0459732093074774,0,Regular Customers
12399,0.2646287898899572,-0.0353398529674004,-0.104632895583335,0,Regular Customers
12401,2.1045802098487085,-0.4250965025587132,-0.218649801593989,1,At Risk Customers
12402,2.3045749294094424,-0.4250965025587132,-0.2029221803519278,1,At Risk Customers
12403,-0.4253529925945745,-0.4250965025587132,-0.1804271184055685,0,Regular Customers
12405,0.5646208692310579,-0.4250965025587132,-0.0376552677970794,1,At Risk Customers
12406,-0.7053455999796019,-0.2951776193616089,0.1521124514655009,0,Regular Customers
12407,-0.4253529925945745,0.0945790302297038,-0.0379079337575853,0,Regular Customers
12408,-0.5953485042211982,0.0945790302297038,0.0934817049031814,0,Regular Customers
12409,-0.1353606492315104,-0.1652587361645046,1.0044281986015402,0,Regular Customers
12410,2.1645786257169286,-0.2951776193616089,-0.1508607487627608,1,At Risk Customers
12412,-0.1753595931436572,-0.1652587361645046,-0.091473117384829,0,Regular Customers
12413,-0.2553574809679507,-0.1652587361645046,-0.1436514208940538,0,Regular Customers
12414,1.2446029157375529,-0.1652587361645046,-0.165433007595108,1,At Risk Customers
12415,-0.6853461280235285,2.173281161383372,13.67577749493388,2,VIP Customers
12417,-0.8953405835622991,0.6142545630181209,0.1781359323316998,0,Regular Customers
12418,0.204630374021737,-0.4250965025587132,-0.1536155868784085,0,Regular Customers
12420,-0.2853566889020608,-0.4250965025587132,-0.1612055832867323,0,Regular Customers
12421,-0.7653440158478221,-0.0353398529674004,-0.1382040763534559,0,Regular Customers
12422,0.0346348623951132,-0.1652587361645046,-0.1385914232885046,0,Regular Customers
12423,-0.9153400555183724,0.4843356798210166,-0.0210794903351703,0,Regular Customers
12424,0.7046171729235716,-0.2951776193616089,-0.0320264935139156,1,At Risk Customers
12425,-0.1453603852095471,-0.4250965025587132,-0.1415254650149075,0,Regular Customers
12426,1.0246087242207458,-0.4250965025587132,-0.1631712576755136,1,At Risk Customers
12427,-0.7053455999796019,-0.1652587361645046,-0.1361159647150902,0,Regular Customers
12428,-0.6653466560674551,0.6142545630181209,0.6575734881222507,0,Regular Customers
12429,-0.8353421676940789,-0.0353398529674004,0.1894112899525123,0,Regular Customers
12430,-0.4953511444408313,-0.4250965025587132,-0.1994939373635663,0,Regular Customers
12431,-0.5653492962870882,1.3937678622007466,0.4865497987051276,3,Premium Customers
12432,-0.4953511444408313,0.0945790302297038,0.3351027124306353,0,Regular Customers
12433,-0.9153400555183724,0.3544167966239123,1.2607895379130436,0,Regular Customers
12434,-0.0753622333632903,-0.2951776193616089,-0.1383042522849341,0,Regular Customers
12435,-0.1253609132534738,-0.2951776193616089,0.6434854129587144,0,Regular Customers
12436,0.07463380630726,-0.4250965025587132,-0.1713767795294751,0,Regular Customers
12437,-0.9053403195403356,1.7835245117920593,0.3230916182464114,3,Premium Customers
12438,-0.7853434878038954,-0.2951776193616089,0.0955186155099026,0,Regular Customers
12441,2.744563312443056,-0.4250965025587132,-0.2087156883890778,1,At Risk Customers
12442,-0.8953405835622991,-0.4250965025587132,-0.2088815352089693,0,Regular Customers
12444,-0.7153453359576386,0.0945790302297038,0.3291077394646239,0,Regular Customers
12445,-0.7053455999796019,-0.4250965025587132,-0.2131846479989062,0,Regular Customers
12446,-0.345355104770281,-0.4250965025587132,-0.1164692384204248,0,Regular Customers
12447,1.5045960511665069,-0.4250965025587132,-0.1749964698535503,1,At Risk Customers
12448,-0.4853514084627947,-0.4250965025587132,-0.1780062000615145,0,Regular Customers
12449,-0.7053455999796019,-0.0353398529674004,0.2246832354259502,0,Regular Customers
12450,0.6346190210773148,-0.2951776193616089,-0.2060075990414532,1,At Risk Customers
12451,-0.8153426957380054,0.0945790302297038,0.7776799777008677,0,Regular Customers
12452,-0.7553442798697854,-0.2951776193616089,-0.1801076684907439,0,Regular Customers
12453,0.4146248295605075,-0.4250965025587132,-0.1493291700770512,0,Regular Customers
12454,-0.3653545767263543,-0.4250965025587132,0.1646945484591499,0,Regular Customers
12455,-0.1953590650997306,0.2244979134268081,0.0465448287420717,0,Regular Customers
12456,-0.4853514084627947,-0.1652587361645046,0.1260377695676575,0,Regular Customers
12457,-0.2653572169459874,0.3544167966239123,0.0350101267653214,0,Regular Customers
12458,-0.215358537055804,-0.2951776193616089,-0.122581083306494,0,Regular Customers
12461,0.0146353904390399,-0.2951776193616089,-0.1359957535973165,0,Regular Customers
12462,-0.7353448079137119,-0.2951776193616089,-0.0956237401457382,0,Regular Customers
12463,-0.3953537846604644,-0.0353398529674004,-0.0783500703611983,0,Regular Customers
12464,-0.8253424317160422,0.4843356798210166,-0.093123794122407,0,Regular Customers
12465,-0.7553442798697854,-0.2951776193616089,-0.1454223087494055,0,Regular Customers
12468,0.9546105723744888,-0.2951776193616089,-0.1468303371196254,1,At Risk Customers
12471,-0.9053403195403356,3.34255111015731,1.9745742155398327,3,Premium Customers
12472,-0.6053482401992349,0.3544167966239123,0.5034862095203578,0,Regular Customers
12473,-0.6353474481333451,0.0945790302297038,0.2091849057603834,0,Regular Customers
12474,-0.7553442798697854,1.7835245117920593,0.5871865394680239,3,Premium Customers
12475,-0.3853540486824277,-0.4250965025587132,-0.1475159857172977,0,Regular Customers
12476,-0.7653440158478221,0.8740923294123294,0.53067952265304,0,Regular Customers
12477,-0.6953458640015652,0.2244979134268081,1.2434112399334043,0,Regular Customers
12478,-0.8853408475842623,-0.4250965025587132,-0.1522342720899161,0,Regular Customers
12479,-0.8153426957380054,-0.4250965025587132,-0.1693521126477122,0,Regular Customers
12480,-0.6453471841113817,-0.0353398529674004,0.1372340995091929,0,Regular Customers
12481,-0.6953458640015652,0.7441734462152251,0.3930377928021347,0,Regular Customers
12483,-0.7553442798697854,0.4843356798210166,0.0485617041624973,0,Regular Customers
12484,-0.5953485042211982,0.2244979134268081,0.2758876062680269,0,Regular Customers
12488,-0.8253424317160422,-0.1652587361645046,-0.0834835303164981,0,Regular Customers
12489,2.4345714971239194,-0.4250965025587132,-0.1907530308091496,1,At Risk Customers
12490,-0.8753411116062256,0.7441734462152251,0.3750183688610357,0,Regular Customers
12491,-0.5353500883529781,-0.4250965025587132,-0.1767873928951976,0,Regular Customers
12492,-0.2953564248800975,-0.2951776193616089,-0.1987359394820487,0,Regular Customers
12493,0.7346163808576817,-0.2951776193616089,-0.1797548265987599,1,At Risk Customers
12494,-0.7653440158478221,0.3544167966239123,-0.089333804714819,0,Regular Customers
12497,-0.1053614412974004,-0.4250965025587132,-0.1119290425926564,0,Regular Customers
12498,-0.7153453359576386,-0.1652587361645046,-0.1830984765783177,0,Regular Customers
12500,-0.6953458640015652,0.8740923294123294,0.2458904801198634,0,Regular Customers
12501,2.444571233101956,-0.4250965025587132,0.01343445725675,1,At Risk Customers
12502,0.0346348623951132,0.0945790302297038,0.1864583261057191,0,Regular Customers
12504,-0.7453445438917486,-0.2951776193616089,-0.1743776052101968,0,Regular Customers
12506,1.40459869138614,-0.4250965025587132,-0.2198519127717262,1,At Risk Customers
12507,0.4146248295605075,-0.1652587361645046,-0.0827989947847311,0,Regular Customers
12508,-0.6653466560674551,-0.2951776193616089,-0.1837462809352094,0,Regular Customers
12509,1.9145852262660112,-0.4250965025587132,-0.2083873339470107,1,At Risk Customers
12510,0.5046224533628378,-0.2951776193616089,-0.1186664305175111,0,Regular Customers
12512,-0.2653572169459874,-0.2951776193616089,-0.2133204420393543,0,Regular Customers
12513,0.204630374021737,-0.4250965025587132,-0.1598810348594108,0,Regular Customers
12514,1.7445897146393876,-0.4250965025587132,-0.11475845612396,1,At Risk Customers
12515,2.604567008750543,-0.4250965025587132,-0.1853246083889421,1,At Risk Customers
12516,-0.1453603852095471,-0.2951776193616089,-0.0819920220033798,0,Regular Customers
12517,-0.6453471841113817,0.0945790302297038,0.0481854878865018,0,Regular Customers
12518,-0.9153400555183724,0.0945790302297038,0.0009124658219878,0,Regular Customers
12519,-0.2853566889020608,-0.4250965025587132,-0.1912082747644223,0,Regular Customers
12520,-0.1353606492315104,0.0945790302297038,0.0651775519969977,0,Regular Customers
12521,0.5046224533628378,-0.4250965025587132,-0.1612846109660095,1,At Risk Customers
12522,-0.5353500883529781,-0.2951776193616089,-0.2065819410485943,0,Regular Customers
12523,-0.7353448079137119,0.8740923294123294,-0.0288197506407112,0,Regular Customers
12524,-0.8353421676940789,0.4843356798210166,0.2712572521019282,0,Regular Customers
12526,-0.9153400555183724,-0.1652587361645046,-0.0814800116869362,0,Regular Customers
12527,-0.1053614412974004,-0.1652587361645046,-0.1892192259916295,0,Regular Customers
12528,-0.8353421676940789,0.2244979134268081,-0.0128238805154698,0,Regular Customers
12530,-0.3253556328142076,-0.0353398529674004,-0.0430102278675363,0,Regular Customers
12531,-0.7753437518258587,-0.4250965025587132,-0.2140951359094516,0,Regular Customers
12532,-0.6253477121553084,-0.4250965025587132,-0.1890945626102345,0,Regular Customers
12534,0.3846256216263975,-0.4250965025587132,-0.1068000349009778,0,Regular Customers
12535,-0.0053640815170334,-0.2951776193616089,-0.1482984710487322,0,Regular Customers
12536,-0.4953511444408313,-0.1652587361645046,1.1746337845782588,0,Regular Customers
12538,-0.6353474481333451,-0.4250965025587132,-0.1875229135519337,0,Regular Customers
12539,-0.7053455999796019,-0.0353398529674004,0.3917611062087417,0,Regular Customers
12540,-0.7253450719356752,1.653605628594955,1.2635020795242893,3,Premium Customers
12541,-0.6253477121553084,-0.1652587361645046,-0.1188211466783495,0,Regular Customers
12544,-0.5653492962870882,-0.4250965025587132,-0.1865489808847855,0,Regular Customers
12545,-0.1753595931436572,-0.2951776193616089,-0.1166829470742448,0,Regular Customers
12546,-0.4553522005286846,-0.2951776193616089,-0.0987503422737601,0,Regular Customers
12547,1.0546079321548558,-0.2951776193616089,-0.2049034376633835,1,At Risk Customers
